"*Channel Name","Product Name","*SKU Code",Weight,Dimensions,Category,"Image 1","Image 2","Image 3","Image 4","Image 5","HSN Code",Essential,"Channel Product id","Channel SKU Code","Master SKU Code"
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-L",ASL-32-SSCRPO_MIX-BGR-L,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607675412721,ASL-32-SSCRPO_MIX-BGR-L,ASL-32-SSCRPO_MIX-BGR-L
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-M",ASL-35-SSCRPO_MIX-WBL-M,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607678755057,ASL-35-SSCRPO_MIX-WBL-M,ASL-35-SSCRPO_MIX-WBL-M
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-L",ASL-35-SSCRPO_MIX-WBL-L,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607678755057,ASL-35-SSCRPO_MIX-WBL-L,ASL-35-SSCRPO_MIX-WBL-L
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-XL",ASL-35-SSCRPO_MIX-WBL-XL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607678755057,ASL-35-SSCRPO_MIX-WBL-XL,ASL-35-SSCRPO_MIX-WBL-XL
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-XXL",ASL-35-SSCRPO_MIX-WBL-XXL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607678755057,ASL-35-SSCRPO_MIX-WBL-XXL,ASL-35-SSCRPO_MIX-WBL-XXL
"Entitled Club (Shopify)","GymShark | Black Round Neck T-Shirt-M",GSK-43-SSCRPO_MIX-BPN-M,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607681278193,GSK-43-SSCRPO_MIX-BPN-M,GSK-43-SSCRPO_MIX-BPN-M
"Entitled Club (Shopify)","GymShark | Black Round Neck T-Shirt-L",GSK-43-SSCRPO_MIX-BPN-L,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607681278193,GSK-43-SSCRPO_MIX-BPN-L,GSK-43-SSCRPO_MIX-BPN-L
"Entitled Club (Shopify)","GymShark | Black Round Neck T-Shirt-XL",GSK-43-SSCRPO_MIX-BPN-XL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607681278193,GSK-43-SSCRPO_MIX-BPN-XL,GSK-43-SSCRPO_MIX-BPN-XL
"Entitled Club (Shopify)","GymShark | Black Round Neck T-Shirt-XXL",GSK-43-SSCRPO_MIX-BPN-XXL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607681278193,GSK-43-SSCRPO_MIX-BPN-XXL,GSK-43-SSCRPO_MIX-BPN-XXL
"Entitled Club (Shopify)","GymShark  Black Round Neck T-Shirt - XXL",GSK-43-SSCRPO_MIX-BPN|M-4,0.100,30.000x20.000x1.000,,,,,,,,,,GSK-43-SSCRPO_MIX-BPN|M-4,GSK-43-SSCRPO_MIX-BPN|M-4
"Entitled Club (Shopify)","GymShark  Red Round Neck T-Shirt - M",GSK-41-SSCRPO_MIX-RED,0.100,30.000x20.000x1.000,,,,,,,,,,GSK-41-SSCRPO_MIX-RED,GSK-41-SSCRPO_MIX-RED
"Entitled Club (Shopify)","GymShark  Yellow Round Neck T-Shirt - M",GSK-39-SSCRPO_MIX-YLW,0.100,30.000x20.000x1.000,,,,,,,,,,GSK-39-SSCRPO_MIX-YLW,GSK-39-SSCRPO_MIX-YLW
